Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,teamId,newestTeamColor,optaPersonId,firstName,lastName,optaTeamId,leagueId,leagueName,Position,Team,GM,Min,Age,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
3,bqaqfgg2a2khqj5e0tmlmx8bu,839185,J. Ascanio,José Daniel Ascanio,Right Attacking Midfielder,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,#FF0000,566975,José Daniel,Ascanio,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Attacking Midfielder,Valour,1,36,22,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,13,4,8,0.33,0,1,0.51,1,1,0,5,5,2,2,2,3,2,0,0,24,2,0,1,0,1,50.00%,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,8,8,23.10%,92.30%,7,5,0,6,7,0,-,0,0.39,0,5,0,0,1,0,0.04,0.29,0.04,0.29,0.33,4,0,0.17,2,0.4,0.4,34.50%,0,15,13,5,13,,VAL vs HFX,TRUE,FALSE,TRUE,FALSE,FALSE,7/10/2022,7zjyie3snfstmtjldpk8xhes4,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Valour,HFX Wanderers,HFX,1,0,Played,W 1-0,2276271,VAL vs HFX (2022-07-10)
12,7t6lyj5pvvgzfscj775acuqc5,233123,M. Bustos,Marco Bustos,Right Midfielder,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,#00FFFF,173165,Marco,Bustos,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Midfielder,Pacific,1,90,26,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,34,8,21,0.39,0,1,0.27,1,0,1,3,4,2,0,0,3,2,0,0,49,1,0,0,1,2,-,0,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,21,2,32.40%,85.30%,15,12,2,15,16,3,-,0,0.8,0,2,2,2,0,0,0.03,0.36,0.03,0.36,0.39,3,0,0.2,2,0.5,0.5,31.60%,4,12,20,3,20,,YRK vs PAC,FALSE,TRUE,TRUE,FALSE,FALSE,7/15/2022,7zsr4u6ec8pe3tilijgrsl8gk,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Pacific,York United,YRK,4,2,Played,W 4-2,2276273,YRK vs PAC (2022-07-15)
12,ewjp0ru1c4fn1h5bqyqdih0wl,168287,B. Fisk,Ben Fisk,Central Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,#006600,152275,Ben,Fisk,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Cavalry,1,88,29,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,32,7,17,0.03,0,0,0.33,0,0,1,3,4,1,1,0,1,0,0,0,48,2,1,0,0,2,100.00%,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,20,8,20,4,37.50%,75.00%,13,9,2,10,18,4,-,0,0.63,0,4,2,2,0,0,0.03,0,0.03,0,0.03,4,0,0.03,1,0.25,0,51.10%,2,18,11,2,11,,CAV vs VAL,TRUE,FALSE,TRUE,FALSE,FALSE,5/21/2022,7vz7ogr3qot0jitz8g3mi79jo,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Cavalry,Valour,VAL,2,1,Played,W 2-1,2276242,CAV vs VAL (2022-05-21)
12,79xw5l1zq2huxdmeod9t19nmd,166598,J. Escalante,José Escalante,Left Attacking Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,#006600,128665,José,Escalante,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Attacking Midfielder,Cavalry,1,90,27,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,4,0,18,6,8,0.05,0,2,1.19,0,2,1,3,4,1,0,0,6,0,0,0,43,2,1,1,1,6,100.00%,3,0,4,2,0,0,2,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,23,4,16,3,22.20%,77.80%,10,4,0,6,12,0,100.00%,1,0.77,0,8,4,4,0,2,0.02,0.03,0.02,0.03,0.05,2,0,0.02,2,0.25,0,25.80%,2,18,24,5,24,,CAV vs FOR,TRUE,FALSE,TRUE,FALSE,FALSE,8/13/2022,81zzp4bsqqfvohdss8ix0u7mc,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Cavalry,Forge,FOR,2,1,Played,W 2-1,2276290,CAV vs FOR (2022-08-13)
12,6r8emgp7oeom6yyibdb4g77c9,273966,D. Choinière,David Choinière,Right Winger,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,#CC6633,227780,David,Choinière,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Winger,Forge,1,77,25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,32,8,17,0.05,0,1,0.79,0,1,0,4,4,2,1,0,1,1,0,0,51,9,0,0,0,0,0.00%,0,0,5,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,34,4,13,9,12.50%,78.10%,10,13,2,19,11,2,-,0,0.59,0,5,0,0,0,0,0.05,0,0.05,0,0.05,3,0,0.05,1,0.4,0.4,37.10%,2,19,16,3,16,,HFX vs FOR,FALSE,TRUE,TRUE,FALSE,FALSE,6/19/2022,7xvsf3fgbgnwncemwnp93hzpw,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Forge,HFX Wanderers,HFX,3,0,Played,W 3-0,2276258,HFX vs FOR (2022-06-19)
12,6r8emgp7oeom6yyibdb4g77c9,273966,D. Choinière,David Choinière,Right Winger,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,#CC6633,227780,David,Choinière,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Winger,Forge,1,90,25,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,1,45,8,29,0.27,0,0,0.34,0,1,0,4,4,4,0,0,3,2,0,0,70,5,0,0,0,0,-,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,45,1,24,4,15.60%,82.20%,15,22,0,25,19,1,-,0,0.57,0,6,0,0,0,0,0.27,0,0.27,0,0.27,4,0,0.13,2,0.33,0.33,41.90%,2,15,9,2,9,,FOR vs VAL,TRUE,FALSE,FALSE,FALSE,TRUE,6/29/2022,7yj36pgn8zjx4v0cdgcna9tzo,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Forge,Valour,VAL,0,1,Played,L 0-1,2276263,FOR vs VAL (2022-06-29)
12,cqu6f2gdqsceak3ifi433tyvp,238810,J. Gagnon-Laparé,Jérémy Gagnon-Laparé,Central Midfielder,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,#0066CC,170868,Jérémy,Gagnon-Laparé,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,HFX Wanderers,1,90,27,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,11,0,58,25,22,0.18,0,0,1.15,0,0,3,1,4,0,0,0,7,0,0,0,86,7,2,3,2,8,71.40%,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,27,17,42,1,36.20%,81.00%,24,12,11,14,33,11,66.70%,3,1.01,0,7,1,1,6,1,0,0.18,0,0.18,0.18,4,1,0.09,2,0.57,0,53.70%,1,19,10,3,10,,HFX vs EDM,TRUE,FALSE,TRUE,FALSE,FALSE,4/30/2022,7uhzvzsjqt3x7sbx714u496ok,73xrv2025rnj0t3y9ayp83bec,6925,6925,HFX Wanderers,Edmonton,EDM,3,1,Played,W 3-1,2276230,HFX vs EDM (2022-04-30)
12,cqu6f2gdqsceak3ifi433tyvp,238810,J. Gagnon-Laparé,Jérémy Gagnon-Laparé,Central Midfielder,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,#0066CC,170868,Jérémy,Gagnon-Laparé,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,HFX Wanderers,1,90,27,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,2,64,29,24,0.08,0,0,0.34,0,1,4,0,4,2,1,1,5,2,0,0,84,6,1,1,1,4,40.00%,1,1,9,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,16,54,4,26.60%,82.80%,40,4,9,5,50,9,0.00%,1,1.3,0,3,3,3,1,0,0.08,0,0.08,0,0.08,4,0,0.08,1,1,-,35.70%,5,24,13,1,13,,HFX vs ATO,TRUE,FALSE,FALSE,FALSE,TRUE,6/30/2022,7ynhoac4z9qwrveua21q9chsk,dn8tjhuq0bax4dgixqvluhzze,16614,16614,HFX Wanderers,Atlético Ottawa,ATO,0,2,Played,L 0-2,2276264,HFX vs ATO (2022-06-30)
12,cqu6f2gdqsceak3ifi433tyvp,238810,J. Gagnon-Laparé,Jérémy Gagnon-Laparé,Central Midfielder,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,#0066CC,170868,Jérémy,Gagnon-Laparé,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,HFX Wanderers,1,90,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,39,15,16,0,0,0,0.44,0,0,2,2,4,0,0,0,6,0,0,0,56,6,1,3,0,4,66.70%,0,0,6,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,19,16,21,0,35.90%,79.50%,16,8,7,10,19,10,0.00%,1,0.73,0,6,2,2,0,2,0,0,0,0,0,4,0,-,0,0.33,0.5,39.50%,1,21,17,3,17,,HFX vs VAL,TRUE,FALSE,TRUE,FALSE,FALSE,8/13/2022,824kjrpqw8ux0bun75kuesg0k,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,HFX Wanderers,Valour,VAL,1,0,Played,W 1-0,2276291,HFX vs VAL (2022-08-13)
12,1qu7igozcqji1b93u23ezh68l,559958,P. Gee,Paris Gee,Left Back,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,,250579,Paris,Gee,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,York United,1,90,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,35,12,15,0,0,1,0.49,0,0,0,4,4,2,0,0,5,1,0,0,62,3,1,0,0,3,50.00%,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,23,12,27,2,51.40%,77.10%,15,6,6,10,18,7,75.00%,4,1.13,0,3,2,2,1,0,0,0,0,0,0,3,0,-,0,0.67,0.67,33.30%,1,20,19,5,19,,YRK vs EDM,TRUE,FALSE,TRUE,FALSE,FALSE,8/14/2022,82e7w33ico5akxjy7p3kytp1w,73xrv2025rnj0t3y9ayp83bec,6925,6925,York United,Edmonton,EDM,3,2,Played,W 3-2,2276293,YRK vs EDM (2022-08-14)
12,6re26cen7xbrynezb3rerst05,257355,S. Camargo,Sergio Camargo,Centre Forward,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,#006600,112657,Sergio,Camargo,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Cavalry,1,72,28,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2,4,1,21,3,13,0.21,1,0,0.33,1,1,3,1,4,1,0,0,1,0,0,0,36,4,0,0,0,0,-,0,0,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,20,2,14,4,23.80%,76.20%,8,6,2,9,10,2,100.00%,1,0.68,1,4,0,0,0,0,0.21,0,0.21,0,0.21,4,0,0.1,2,0.75,0,27.80%,2,13,8,4,8,,CAV vs HFX,TRUE,FALSE,TRUE,FALSE,FALSE,7/15/2022,7zoe78sftenvr4auoo1n0xogk,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Cavalry,HFX Wanderers,HFX,3,0,Played,W 3-0,2276272,CAV vs HFX (2022-07-15)
12,83d29e64znddf9kkyo62u4g6h,560974,N. Verhoeven,Noah Verhoeven,Central Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,,424288,Noah,Verhoeven,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,York United,1,90,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,57,20,28,0.01,0,0,0.14,0,0,3,1,4,1,0,0,6,1,0,0,77,6,0,1,1,2,33.30%,0,0,6,2,0,1,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,15,15,47,0,28.10%,84.20%,35,5,8,5,40,12,100.00%,1,1.76,0,9,0,0,1,1,0.01,0,0.01,0,0.01,4,0,0.01,1,0.33,0,36.40%,2,15,14,1,14,,YRK vs HFX,TRUE,FALSE,FALSE,FALSE,TRUE,4/7/2022,7snp2xnuij3sfcod749flhes4,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,York United,HFX Wanderers,HFX,0,1,Played,L 0-1,2276216,YRK vs HFX (2022-04-07)
12,4le816q3ac1isre8sala3iwyy,618724,S. Rea,Sean Rea,Centre Forward,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,#FF0000,427374,Sean,Rea,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Valour,1,90,20,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,24,5,11,0.16,0,2,0.53,0,1,3,1,4,7,0,0,2,1,0,0,43,7,0,0,0,0,0.00%,0,0,6,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,5,15,3,29.20%,66.70%,7,8,1,11,9,4,-,0,0.75,0,4,0,0,0,0,0.16,0,0.16,0,0.16,2,0,0.08,2,0.75,0,42.30%,2,29,13,1,13,,ATO vs VAL,FALSE,TRUE,TRUE,FALSE,FALSE,4/24/2022,7u4m1n8m79feixw87wrpd6vis,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Valour,Atlético Ottawa,ATO,6,1,Played,W 6-1,2276227,ATO vs VAL (2022-04-24)
12,4le816q3ac1isre8sala3iwyy,618724,S. Rea,Sean Rea,Centre Attacking Midfielder,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,#FF0000,427374,Sean,Rea,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Attacking Midfielder,Valour,1,90,20,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,7,0,31,4,20,0.83,1,1,0.36,1,1,3,1,4,5,0,0,3,2,0,0,61,5,0,0,0,0,-,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,45,1,15,5,25.80%,77.40%,8,15,1,19,11,1,0.00%,1,1.31,1,11,0,0,0,0,0.1,0.72,0.1,0.72,0.83,3,0,0.28,3,0.45,0,31.60%,1,11,12,5,12,,YRK vs VAL,FALSE,TRUE,TRUE,FALSE,FALSE,6/26/2022,7y8kyjhal3fjewgqxjlj8953o,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Valour,York United,YRK,3,1,Played,W 3-1,2276261,YRK vs VAL (2022-06-26)
12,4le816q3ac1isre8sala3iwyy,618724,S. Rea,Sean Rea,Left Attacking Midfielder,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,#FF0000,427374,Sean,Rea,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Attacking Midfielder,Valour,1,90,20,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,4,1,20,3,12,0.15,1,0,0.2,0,0,2,2,4,1,0,0,4,1,0,0,50,7,1,0,0,1,50.00%,0,0,2,2,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,28,7,15,5,45.00%,75.00%,7,7,1,8,10,2,0.00%,1,1.82,0,11,1,1,0,0,0.11,0.04,0.11,0.04,0.15,4,0,0.05,3,0.55,0.5,-,1,0,14,0,14,,VAL vs EDM,TRUE,FALSE,FALSE,TRUE,FALSE,8/21/2022,8338b5zfmu57y43osxs6qlvro,73xrv2025rnj0t3y9ayp83bec,6925,6925,Valour,Edmonton,EDM,1,1,Played,T 1-1,2276298,VAL vs EDM (2022-08-21)
12,4le816q3ac1isre8sala3iwyy,618724,S. Rea,Sean Rea,Right Winger,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,#FF0000,427374,Sean,Rea,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Winger,Valour,1,90,20,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,30,6,17,0.03,0,1,0.33,0,0,1,3,4,9,1,0,5,3,1,1,51,6,0,1,0,1,100.00%,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,33,2,16,5,30.00%,76.70%,9,13,1,18,11,1,0.00%,1,1.03,0,7,0,0,0,1,0.03,0,0.03,0,0.03,3,0,0.03,1,0.43,0,35.30%,2,14,10,6,10,,VAL vs ATO,TRUE,FALSE,FALSE,TRUE,FALSE,9/18/2022,85727xvjdneu0hoik1u8uj6l0,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Valour,Atlético Ottawa,ATO,1,1,Played,T 1-1,2276314,VAL vs ATO (2022-09-18)
12,bxbh5i1uqhe22e2cft5x6fl2i,765154,C. N'Sa,Chrisnovic N'Sa,Right Back,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,,425644,Chrisnovic,N'Sa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Back,York United,1,90,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,45,26,12,0.03,0,1,0.34,0,1,0,4,4,2,1,1,8,2,0,0,76,5,1,2,2,5,75.00%,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,19,27,30,3,35.60%,84.40%,16,6,16,7,20,18,100.00%,1,0.86,0,5,3,3,2,0,0.03,0,0.03,0,0.03,3,1,0.03,1,0.6,0.6,34.10%,0,15,12,2,12,,YRK vs EDM,TRUE,FALSE,TRUE,FALSE,FALSE,9/9/2022,84doo4howeq9u4x1tldhrcf10,73xrv2025rnj0t3y9ayp83bec,6925,6925,York United,Edmonton,EDM,3,1,Played,W 3-1,2276308,YRK vs EDM (2022-09-09)
12,37pbdttxfaqvayoufo0q0dxey,672862,D. Abzi,Diyaeddine Abzi,Left Back,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,,453335,Diyaeddine,Abzi,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,York United,1,90,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,43,22,13,0,0,0,0.37,0,1,3,1,4,7,0,0,7,2,0,0,82,7,1,0,1,4,100.00%,1,1,8,0,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,28,27,0,39.50%,81.40%,14,6,15,8,16,19,0.00%,1,0.34,0,9,4,4,0,0,0,0,0,0,0,4,0,-,0,0.44,0,46.40%,2,12,7,0,7,,ATO vs YRK,FALSE,TRUE,FALSE,TRUE,FALSE,6/14/2022,7xerqz96itn6ypf93xpiv2psk,dn8tjhuq0bax4dgixqvluhzze,16614,16614,York United,Atlético Ottawa,ATO,0,0,Played,T 0-0,2276254,ATO vs YRK (2022-06-14)
12,cbw3da3l9qi13ludkt9181z9x,233126,A. Musse,Ali Musse,Centre Attacking Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,#006600,173265,Ali,Musse,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Attacking Midfielder,Cavalry,1,90,26,0,0,0,2,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,6,1,31,7,17,0.13,0,0,0.51,0,0,3,1,4,5,0,0,9,4,0,0,55,4,0,1,0,1,100.00%,0,0,5,0,0,1,0,0,2,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,34,1,20,3,25.80%,77.40%,13,10,1,14,16,1,100.00%,2,1.58,0,6,0,0,0,1,0.11,0.02,0.11,0.02,0.13,4,0,0.03,4,0.67,0,57.10%,3,6,11,3,11,,CAV vs ATO,TRUE,FALSE,FALSE,FALSE,TRUE,8/21/2022,837pn16r5fayqo440drtrd15g,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Cavalry,Atlético Ottawa,ATO,0,3,Played,L 0-3,2276299,CAV vs ATO (2022-08-21)
12,6f8o1o8adqhvar5n92brgfnjd,273968,P. Lamothe,Pierre Lamothe,Central Midfielder,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,#0066CC,244283,Pierre,Lamothe,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,HFX Wanderers,1,90,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,43,14,23,0,0,0,0.25,0,1,0,4,4,1,0,0,3,0,0,0,62,4,0,3,0,5,100.00%,2,0,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,20,18,24,3,27.90%,86.00%,18,12,7,14,21,8,-,0,0.42,0,4,4,4,1,0,0,0,0,0,0,4,0,-,0,0.25,0.25,30.80%,1,28,20,3,20,,HFX vs VAL,TRUE,FALSE,TRUE,FALSE,FALSE,9/10/2022,84i3wjxgkwm79gn9zdnpxlij8,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,HFX Wanderers,Valour,VAL,1,0,Played,W 1-0,2276309,HFX vs VAL (2022-09-10)
12,7ao58e6608lb8eu3dmk17jisp,212957,O. Bassett,Ollie Bassett,Central Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,,217111,Ollie,Bassett,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Atlético Ottawa,1,90,24,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,48,15,23,0.06,0,0,0.22,0,1,3,1,4,0,0,0,4,0,0,0,68,1,0,2,2,4,100.00%,0,0,9,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,14,32,0,41.70%,79.20%,24,6,8,8,29,11,100.00%,1,1.22,0,11,1,1,2,1,0.05,0.01,0.05,0.01,0.06,4,0,0.03,2,0.36,-,42.90%,2,25,11,1,11,,ATO vs PAC,TRUE,FALSE,FALSE,FALSE,TRUE,5/7/2022,7v9u5fh5vipqr6u1sv48vh2j8,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Atlético Ottawa,Pacific,PAC,0,1,Played,L 0-1,2276236,ATO vs PAC (2022-05-07)
