Rank,teamId,teamImageId,teamFullName,Team,teamAbbrevName,teamShortName,leagueId,leagueName,GM,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox,optaTeamId,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
77,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,7,5,2,1,1,4,1,2,0,0,1,1,1,1,2,0,1,0,1,1,5,5,67,17,450,227,139,1.4,3,1,0.87,5,3,1,7,8,15,2,1,45,11,2,1,617,56,2,10,6,29,52.20%,11,8,51,6,1,8,4,3,5,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,5,0,0,18,128,156,333,22,34.00%,81.30%,230,47,89,60,278,112,52.60%,19,0.44,1,11,19,19,8,2,1.16,0.24,1.16,0.24,1.4,7,2,0.11,13,0.09,0,35.90%,19,11,12,17,12,15381,,EDM vs CAV,FALSE,TRUE,TRUE,FALSE,FALSE,5/7/2022,7v1exwbamyw4d18c7jr6a7b4k,73xrv2025rnj0t3y9ayp83bec,6925,6925,Cavalry,Edmonton,EDM,3,0,Played,W 3-0,2276234,EDM vs CAV (2022-05-07)
77,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,1,6,5,1,1,1,3,2,1,1,0,0,0,2,0,1,0,1,1,1,1,4,3,58,29,425,221,117,1.63,2,0,0.52,3,0,2,6,8,16,3,1,48,7,0,0,616,43,5,8,9,37,68.40%,12,8,64,4,0,5,2,1,7,3,0,0,0,0,1,1,1,1,0,1,2,0,0,0,2,0,0,2,1,1,1,1,0,0,0,0,0,1,2,4,14,156,240,220,35,28.70%,79.50%,143,47,148,71,171,183,66.70%,27,1.02,2,18,23,23,10,4,0.49,1.15,0.49,1.15,0.84,8,2,0.15,11,0.11,0.08,51.10%,21,18,11,18,11,15381,,CAV vs VAL,TRUE,FALSE,TRUE,FALSE,FALSE,5/21/2022,7vz7ogr3qot0jitz8g3mi79jo,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Cavalry,Valour,VAL,2,1,Played,W 2-1,2276242,CAV vs VAL (2022-05-21)
77,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,1,6,4,2,1,0,5,2,2,1,1,1,0,2,0,1,0,2,0,0,2,3,6,62,16,495,270,147,2.29,3,0,1.23,3,2,1,7,8,17,1,1,43,9,0,0,645,36,7,6,7,30,76.50%,9,6,37,3,3,8,3,1,4,2,0,0,0,0,0,1,1,0,1,1,6,1,0,3,2,1,0,4,4,2,0,3,0,1,2,0,0,3,2,0,4,132,250,263,23,31.50%,84.20%,191,59,167,79,225,191,65.00%,20,1.06,1,10,22,22,6,2,1.09,1.2,1.09,1.2,1.5,8,1,0.19,12,0.3,0.33,35.30%,7,15,11,20,11,15381,,CAV vs EDM,TRUE,FALSE,TRUE,FALSE,FALSE,6/26/2022,7ycu90hwxeswhzrfwmcp6rpxw,73xrv2025rnj0t3y9ayp83bec,6925,6925,Cavalry,Edmonton,EDM,3,1,Played,W 3-1,2276262,CAV vs EDM (2022-06-26)
77,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,7,5,2,0,0,5,4,0,0,0,3,0,0,0,0,0,1,5,0,0,4,2,66,39,352,140,107,0.59,0,0,0.29,0,0,6,2,8,18,2,1,53,7,0,0,552,50,4,8,10,29,63.20%,6,4,58,3,4,4,9,3,9,2,0,1,1,0,1,0,3,2,1,0,2,0,0,1,1,0,0,2,2,0,0,1,0,1,0,0,0,4,3,0,11,153,206,193,15,42.00%,70.20%,107,46,94,66,142,144,54.20%,24,1.83,0,19,18,18,9,2,0.05,0.53,0.05,0.53,0.59,8,2,0.05,12,0.37,0,55.60%,13,23,11,6,11,15381,,PAC vs CAV,FALSE,TRUE,FALSE,FALSE,TRUE,7/23/2022,80a2xihs3bt1pe45niehio55g,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Cavalry,Pacific,PAC,0,3,Played,L 0-3,2276277,PAC vs CAV (2022-07-23)
77,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,5,5,0,2,0,4,2,1,0,0,1,0,1,0,1,1,0,1,0,0,5,3,67,30,453,237,119,0.99,1,1,0.73,1,1,1,7,8,14,0,0,47,4,1,1,645,51,11,12,9,48,69.70%,14,7,47,3,2,10,1,2,5,2,1,1,0,0,0,1,0,0,0,0,3,0,0,2,0,0,0,3,2,1,0,1,0,2,1,0,0,0,0,2,8,119,234,292,17,31.10%,78.60%,175,43,138,59,227,167,54.50%,22,0.94,1,14,29,29,14,5,0.9,0.08,0.9,0.08,0.99,7,4,0.09,11,0.29,0.25,47.20%,13,22,16,15,16,15381,,EDM vs CAV,FALSE,TRUE,TRUE,FALSE,FALSE,9/17/2022,852iv3o34tu5364nqd735z578,73xrv2025rnj0t3y9ayp83bec,6925,6925,Cavalry,Edmonton,EDM,1,0,Played,W 1-0,2276313,EDM vs CAV (2022-09-17)
77,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,Atlético,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,3,2,1,1,0,6,3,3,0,0,0,0,1,0,1,1,1,2,0,0,1,5,51,15,372,180,126,0.7,1,1,0.61,0,0,1,7,8,10,2,1,39,4,1,1,563,41,6,8,10,39,53.80%,15,4,51,1,0,9,3,3,10,2,1,0,0,0,0,0,0,0,0,0,5,0,0,1,2,2,0,3,3,2,2,2,0,0,3,0,0,2,2,2,7,154,166,243,17,31.50%,82.30%,148,52,106,70,179,123,38.50%,13,1.05,0,28,22,22,13,4,0.68,0.02,0.68,0.02,0.7,7,0,0.07,10,0.21,0.17,30.00%,14,20,11,8,11,16614,,ATO vs HFX,TRUE,FALSE,TRUE,FALSE,FALSE,4/16/2022,7tezpc35kcxh7vuq3gncvjvo4,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Atlético Ottawa,HFX Wanderers,HFX,1,0,Played,W 1-0,2276221,ATO vs HFX (2022-04-16)
99,73xrv2025rnj0t3y9ayp83bec,6925,Edmonton,Edmonton,EDM,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,5,3,2,0,2,4,2,1,0,0,2,0,0,0,0,0,1,1,0,0,1,6,53,26,261,103,79,0.5,0,0,0.33,0,0,3,4,7,25,2,0,49,11,0,0,465,56,10,7,12,45,60.70%,16,4,48,2,2,8,4,5,4,0,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,2,2,1,1,1,0,2,1,0,0,1,3,0,8,98,176,191,11,47.10%,69.70%,92,21,69,33,123,105,42.10%,19,1.56,0,12,26,26,15,4,0.26,0.23,0.26,0.23,0.5,7,5,0.05,11,0.42,0.2,30.00%,8,20,11,10,11,6925,,EDM vs PAC,TRUE,FALSE,FALSE,TRUE,FALSE,4/28/2022,7u8xsns4wvcrxlyqm50founf8,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Edmonton,Pacific,PAC,0,0,Played,T 0-0,2276228,EDM vs PAC (2022-04-28)
99,73xrv2025rnj0t3y9ayp83bec,6925,Edmonton,Edmonton,EDM,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,4,2,2,2,1,6,3,2,0,0,0,0,1,0,1,0,1,1,1,0,6,2,55,23,323,121,124,0.82,1,0,0.57,2,2,1,6,7,8,0,0,37,4,1,1,493,41,10,8,14,43,56.30%,11,3,40,1,4,5,2,2,7,4,0,1,0,0,3,2,1,1,0,0,4,1,0,1,2,0,0,3,3,1,0,3,0,0,1,1,0,1,2,0,6,118,163,212,13,35.30%,75.90%,137,48,60,61,169,93,36.40%,11,1.44,0,14,26,26,13,4,0.64,0.18,0.64,0.18,0.82,7,2,0.06,13,0.36,0.33,42.90%,7,24,22,7,22,6925,,EDM vs FOR,TRUE,FALSE,FALSE,TRUE,FALSE,9/25/2022,85tmeu1ey0zeknwo2fczri2vo,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Edmonton,Forge,FOR,1,1,Played,T 1-1,2276319,EDM vs FOR (2022-09-25)
99,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,1,3,3,0,2,0,3,0,2,1,1,0,0,3,0,2,0,2,0,1,2,2,2,49,15,530,191,275,3.18,3,2,2.39,5,4,3,4,7,26,3,0,63,14,3,1,719,45,7,14,7,36,72.40%,8,3,47,3,2,6,5,4,11,2,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,2,13,207,143,369,30,29.80%,87.90%,266,115,85,132,300,98,72.70%,11,1.08,3,12,15,15,16,5,1.55,1.63,1.55,1.63,2.39,5,0,0.4,8,0.33,0.6,36.70%,17,12,8,23,8,15377,,FOR vs PAC,TRUE,FALSE,TRUE,FALSE,FALSE,6/12/2022,7xalg1ec3gwvx9usvsss4j28k,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Forge,Pacific,PAC,3,0,Played,W 3-0,2276253,FOR vs PAC (2022-06-12)
99,cqthcpums3aas2tdy0qhlkuwa,15382,York United,York United,YRK,York,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,1,6,3,3,0,3,3,0,2,0,0,0,0,1,0,1,0,1,0,1,0,3,5,49,15,289,128,97,1.54,1,1,1.23,3,2,1,6,7,24,2,2,59,13,2,1,505,53,12,15,4,50,71.10%,15,9,54,10,1,8,2,5,4,4,1,1,0,0,1,1,0,0,0,0,2,0,0,1,1,0,0,2,1,1,1,0,0,1,0,0,0,4,1,4,8,114,202,189,16,37.70%,77.90%,110,31,84,44,132,113,57.10%,14,0.47,1,13,37,37,8,5,1.3,0.23,1.3,0.23,1.54,6,4,0.13,12,0.15,0.13,35.40%,11,20,22,7,22,15382,,YRK vs FOR,TRUE,FALSE,TRUE,FALSE,FALSE,5/6/2022,7ux6tmhied1j3wi5ao0kw6sk4,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,York United,Forge,FOR,1,0,Played,W 1-0,2276233,YRK vs FOR (2022-05-06)
99,cqthcpums3aas2tdy0qhlkuwa,15382,York United,York United,YRK,York,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,5,3,2,0,1,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3,4,53,33,393,158,149,0.54,0,0,0.43,0,0,2,5,7,17,3,0,50,3,0,0,589,47,8,8,4,32,69.60%,12,6,40,4,1,6,3,4,10,1,0,0,0,0,0,2,2,2,0,0,6,0,0,3,1,0,0,6,3,3,1,2,1,2,2,0,0,0,2,4,8,123,205,261,19,36.40%,78.10%,154,48,105,62,188,143,56.00%,25,1.89,0,15,23,23,6,3,0.44,0.1,0.44,0.1,0.54,7,3,0.06,9,0.13,0,37.90%,11,20,15,14,15,15382,,VAL vs YRK,FALSE,TRUE,FALSE,FALSE,TRUE,8/7/2022,81uu5oy1hg6yunaahnrfm9ogk,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,York United,Valour,VAL,0,2,Played,L 0-2,2276289,VAL vs YRK (2022-08-07)
99,cqthcpums3aas2tdy0qhlkuwa,15382,York United,York United,YRK,York,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,1,6,6,0,1,0,4,2,2,0,0,0,0,3,0,2,1,0,1,0,2,2,7,50,17,454,251,136,1.12,3,2,0.69,2,1,0,7,7,21,2,0,42,8,1,0,633,45,7,5,13,41,46.20%,14,5,49,1,3,5,4,1,7,3,0,0,0,0,0,1,2,1,1,0,4,0,0,2,2,1,0,3,2,2,0,2,0,1,0,0,0,3,2,6,7,141,217,275,25,31.90%,85.20%,191,54,142,71,224,159,66.70%,15,1.13,1,18,29,29,9,3,0.82,0.3,0.82,0.3,1.12,5,4,0.1,11,0.22,0.18,33.30%,10,20,19,21,19,15382,,YRK vs EDM,TRUE,FALSE,TRUE,FALSE,FALSE,8/14/2022,82e7w33ico5akxjy7p3kytp1w,73xrv2025rnj0t3y9ayp83bec,6925,6925,York United,Edmonton,EDM,3,2,Played,W 3-2,2276293,YRK vs EDM (2022-08-14)
99,cqthcpums3aas2tdy0qhlkuwa,15382,York United,York United,YRK,York,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,6,3,3,1,0,1,1,0,0,0,0,0,2,1,3,0,0,0,1,2,1,6,44,25,349,144,136,0.37,3,2,0.26,1,1,0,7,7,24,1,0,53,11,0,0,549,56,6,17,12,54,74.20%,18,5,52,5,0,7,0,3,9,4,0,0,0,0,1,1,1,1,0,0,2,0,0,1,1,0,0,2,2,0,0,1,0,0,1,0,0,3,1,4,16,93,199,257,8,38.10%,80.20%,151,51,78,58,174,117,41.20%,17,0.63,1,8,37,37,15,2,0.37,0,0.37,0,0.37,5,2,0.05,8,0.38,0.33,26.50%,8,27,14,4,14,15382,,FOR vs YRK,FALSE,TRUE,TRUE,FALSE,FALSE,8/20/2022,82yh2wo14mmmugen4pgditbmc,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,York United,Forge,FOR,3,1,Played,W 3-1,2276297,FOR vs YRK (2022-08-20)
99,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,2,1,1,0,0,6,2,2,0,0,0,0,0,0,0,0,3,0,0,0,2,3,55,36,402,185,126,0.62,0,0,0.62,1,1,2,5,7,17,1,0,52,12,2,0,606,41,12,11,16,54,74.20%,12,9,46,5,3,4,0,2,9,3,0,1,0,0,1,0,3,3,0,0,4,1,0,0,2,0,0,3,3,1,2,2,0,2,0,0,1,1,3,0,13,119,223,264,14,36.80%,77.40%,149,51,111,65,188,149,66.70%,9,2.43,0,10,31,31,17,6,0.35,0.28,0.35,0.28,0.62,7,2,0.08,8,0.3,0.14,33.30%,10,29,14,16,14,15376,,HFX vs FOR,TRUE,FALSE,FALSE,FALSE,TRUE,6/19/2022,7xvsf3fgbgnwncemwnp93hzpw,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,HFX Wanderers,Forge,FOR,0,3,Played,L 0-3,2276258,HFX vs FOR (2022-06-19)
99,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,5,5,0,1,0,5,2,1,1,1,0,0,1,0,0,0,1,3,1,0,3,3,59,32,410,191,128,1.65,1,0,0.61,2,0,5,2,7,33,3,2,73,13,2,1,644,61,10,12,8,57,75.90%,25,16,64,8,4,5,4,4,8,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,2,2,4,11,132,265,247,24,43.40%,77.80%,146,40,133,61,180,169,66.70%,33,1.31,1,17,37,37,14,6,0.44,1.21,0.44,1.21,0.86,7,3,0.15,11,0.41,0.27,43.90%,14,32,16,12,16,15376,,HFX vs EDM,TRUE,FALSE,FALSE,TRUE,FALSE,7/23/2022,80ei4jsfzxzejkvvq1ek23mdw,73xrv2025rnj0t3y9ayp83bec,6925,6925,HFX Wanderers,Edmonton,EDM,1,1,Played,T 1-1,2276278,HFX vs EDM (2022-07-23)
99,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,3,2,1,5,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,74,21,654,367,192,1.56,0,0,1.02,3,2,0,7,7,20,2,1,56,11,1,0,848,49,7,14,8,47,65.60%,17,9,49,5,4,4,2,2,8,1,1,0,0,0,0,2,0,0,0,0,5,0,1,2,1,0,0,5,3,2,1,1,1,3,0,0,0,2,0,2,9,137,318,393,22,28.90%,85.50%,292,52,215,70,336,248,57.90%,19,0.5,0,16,31,31,13,3,1.47,0.09,1.47,0.09,1.56,7,2,0.16,10,0.19,0.3,44.10%,16,15,10,11,10,15380,,EDM vs PAC,FALSE,TRUE,FALSE,TRUE,FALSE,4/28/2022,7u8xsns4wvcrxlyqm50founf8,73xrv2025rnj0t3y9ayp83bec,6925,6925,Pacific,Edmonton,EDM,0,0,Played,T 0-0,2276228,EDM vs PAC (2022-04-28)
99,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,1,2,2,0,0,3,3,3,0,0,0,0,0,1,0,1,1,0,1,0,0,0,4,75,20,577,222,260,1.22,1,0,0.84,2,1,0,7,7,21,0,0,45,14,0,0,758,55,4,8,17,44,60.00%,15,8,54,3,2,6,1,1,6,2,1,0,0,0,0,1,0,0,0,0,10,0,0,4,7,1,0,9,10,0,3,3,0,2,0,0,0,1,3,2,15,185,194,379,11,32.40%,83.50%,293,96,93,121,330,126,42.30%,26,1.49,1,15,29,29,14,1,0.53,0.69,0.53,0.69,1.22,7,7,0.15,8,0.07,0.08,27.10%,19,17,19,11,19,15380,,ATO vs PAC,FALSE,TRUE,TRUE,FALSE,FALSE,5/7/2022,7v9u5fh5vipqr6u1sv48vh2j8,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Pacific,Atlético Ottawa,ATO,1,0,Played,W 1-0,2276236,ATO vs PAC (2022-05-07)
99,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,4,2,2,2,2,2,1,0,0,0,0,0,1,1,1,1,0,1,0,1,3,2,59,25,376,198,94,0.82,2,1,0.76,1,1,3,4,7,19,1,1,53,4,0,0,580,42,8,12,11,53,80.00%,21,12,51,1,3,7,4,4,9,1,0,0,0,0,0,0,2,1,1,0,3,0,0,2,0,1,0,2,2,1,0,1,0,2,0,0,0,2,0,8,3,112,252,216,16,42.00%,77.70%,124,30,138,40,159,177,50.00%,24,2.75,1,35,37,37,14,2,0.42,0.39,0.42,0.39,0.82,6,5,0.08,10,0.17,0.13,38.50%,11,25,11,13,11,15380,,PAC vs VAL,TRUE,FALSE,FALSE,TRUE,FALSE,5/28/2022,7wbfumbhncegii9hi6bdw2zv8,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Pacific,Valour,VAL,2,2,Played,T 2-2,2276245,PAC vs VAL (2022-05-28)
99,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,6,4,2,0,2,5,1,4,0,0,0,0,3,0,3,0,0,0,1,2,4,7,65,25,432,232,110,1.86,3,2,1.47,4,3,0,7,7,17,3,1,47,7,3,2,623,43,6,18,9,53,82.80%,19,14,49,8,0,5,1,3,3,1,0,0,1,0,0,1,2,1,1,0,3,0,1,1,1,1,0,2,2,1,0,1,0,1,0,0,0,1,3,2,9,87,231,305,22,39.40%,79.20%,199,22,121,30,245,157,52.90%,17,1.55,2,12,30,30,19,4,1.86,0,1.86,0,1.86,5,1,0.14,13,0.42,0.33,25.00%,13,22,14,10,14,15380,,EDM vs PAC,FALSE,TRUE,TRUE,FALSE,FALSE,7/9/2022,7z9sb0crm0e7vzy3jpbmvsftg,73xrv2025rnj0t3y9ayp83bec,6925,6925,Pacific,Edmonton,EDM,3,2,Played,W 3-2,2276269,EDM vs PAC (2022-07-09)
99,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,4,3,1,0,2,5,1,1,1,1,1,0,1,1,1,0,2,1,1,1,3,3,77,26,250,71,76,1.83,3,0,0.98,3,2,4,3,7,17,0,0,50,7,0,0,440,56,6,16,11,54,75.90%,18,10,48,3,9,9,3,3,4,0,1,0,0,0,1,0,0,0,0,1,6,0,0,4,4,0,0,5,4,2,0,2,1,1,0,0,0,2,0,2,6,143,158,139,18,50.80%,58.80%,51,44,52,63,96,91,45.80%,24,0.59,1,13,37,37,13,4,0.34,1.49,0.34,1.49,1.04,7,1,0.17,11,0.23,0,41.00%,12,22,6,11,6,15380,,PAC vs CAV,TRUE,FALSE,TRUE,FALSE,FALSE,7/23/2022,80a2xihs3bt1pe45niehio55g,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Pacific,Cavalry,CAV,3,0,Played,W 3-0,2276277,PAC vs CAV (2022-07-23)
99,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,3,2,1,4,2,6,4,2,0,0,1,0,0,0,0,0,0,0,0,0,4,5,80,28,449,204,137,0.62,0,0,0.36,0,0,0,7,7,20,0,0,55,8,1,1,647,61,6,15,12,48,72.40%,15,5,66,6,1,5,3,3,7,0,1,1,0,0,3,2,0,0,0,0,5,0,0,2,2,1,0,4,3,2,2,1,0,2,1,0,0,3,0,2,11,136,206,305,13,37.00%,75.90%,202,40,99,63,252,134,40.60%,32,1.45,0,14,31,31,14,3,0.54,0.08,0.54,0.08,0.62,7,3,0.04,15,0.07,0.1,39.60%,21,26,21,19,21,15378,,VAL vs HFX,TRUE,FALSE,FALSE,TRUE,FALSE,5/7/2022,7v5k14cw4jq747xcvp00ya13o,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Valour,HFX Wanderers,HFX,0,0,Played,T 0-0,2276235,VAL vs HFX (2022-05-07)
99,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,2,2,1,4,2,2,1,2,2,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,5,79,30,443,180,154,0.52,1,1,0.39,0,0,1,6,7,20,0,0,58,13,1,0,672,46,4,10,14,51,58.30%,21,7,67,4,3,5,2,5,9,4,1,1,0,0,0,3,0,0,0,0,3,0,0,2,1,0,0,3,2,1,1,0,0,1,1,0,0,3,1,6,11,172,238,262,18,41.50%,75.40%,150,66,118,89,200,154,60.00%,25,1.58,0,15,36,36,12,3,0.36,0.16,0.36,0.16,0.52,6,2,0.06,9,0.13,0.09,45.10%,27,31,21,23,21,15378,,VAL vs YRK,TRUE,FALSE,TRUE,FALSE,FALSE,5/15/2022,7vr03vkxl0logctgpffg250yc,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Valour,York United,YRK,1,0,Played,W 1-0,2276240,VAL vs YRK (2022-05-15)
99,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,4,3,1,0,1,5,2,1,0,0,0,0,1,0,0,1,1,1,0,0,1,6,73,31,387,174,109,1.02,1,1,0.91,2,2,3,4,7,14,0,0,43,6,0,0,572,48,13,8,11,50,75.00%,18,5,53,1,2,7,0,4,4,0,0,0,0,0,0,1,2,2,0,0,4,0,0,0,2,1,0,3,3,1,2,2,1,0,1,0,0,5,3,0,5,135,237,200,16,42.60%,73.10%,118,48,117,67,157,163,33.30%,27,1.63,1,16,39,39,7,4,0.59,0.43,0.59,0.43,1.02,6,2,0.1,10,0.13,0.09,48.80%,12,32,18,11,18,15378,,CAV vs VAL,FALSE,TRUE,FALSE,FALSE,TRUE,5/21/2022,7vz7ogr3qot0jitz8g3mi79jo,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Valour,Cavalry,CAV,1,2,Played,L 1-2,2276242,CAV vs VAL (2022-05-21)
99,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,4,3,1,2,1,4,1,2,1,1,0,0,1,0,0,0,1,0,0,1,3,4,41,20,407,187,159,1.36,1,0,0.4,2,1,2,5,7,21,0,0,49,5,0,0,603,62,10,12,7,44,55.00%,13,4,51,1,4,7,2,3,5,2,0,0,0,0,0,1,1,1,0,1,2,0,0,1,0,0,0,2,1,1,0,1,1,0,1,0,0,3,2,6,12,136,177,290,16,39.30%,85.00%,208,51,87,64,234,109,60.00%,20,1.73,1,22,30,30,12,2,0.39,0.97,0.39,0.97,0.57,7,7,0.12,11,0.27,0.15,35.50%,12,25,15,11,15,15378,,ATO vs VAL,FALSE,TRUE,FALSE,TRUE,FALSE,7/20/2022,7zwxsdvd222cn06yi0p0l711w,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Valour,Atlético Ottawa,ATO,1,1,Played,T 1-1,2276274,ATO vs VAL (2022-07-20)
