Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,teamId,newestTeamColor,optaPersonId,firstName,lastName,optaTeamId,leagueId,leagueName,Position,Team,GM,Min,Age,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox
127,etxxyk4izi97gchj7fo58ogd1,159439,A. Jean-Baptiste,Andrew Jean-Baptiste,Left Centre Back,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,#FF0000,110665,Andrew,Jean-Baptiste,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Valour,16,1268,30,1,3,0,2,2,0,2,0,9,0,1,0,0,0,0,1,0,0,0,8,1,0,1,0,1,91,26,700,409,174,0.78,1,0,0.11,0,0,2,1,3,1,0,0,47,1,0,0,858,22,6,13,22,100,82.60%,57,22,71,2,1,5,0,4,2,0,5,0,0,0,0,0,14,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,1,27,418,413,17,36.00%,83.30%,325,6,252,11,386,303,67.70%,31,14.67,0,0,83,83,15,2,0,0.78,0,0.78,0.78,3,9,0.06,13,-,-,36.10%,7,382,261,12,261
127,8e1nhx9eytr8now1kr0088auh,503543,N. Higgins,Nyal Higgins,Right Centre Back,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,#0033FF,424932,Nyal,Higgins,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Centre Back,Edmonton,22,1967,24,0,1,0,2,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,104,51,729,401,173,0.32,0,1,0.93,0,2,1,2,3,4,0,0,74,3,1,1,1028,74,16,17,41,149,75.00%,73,31,88,8,6,21,1,6,1,2,4,0,1,0,0,0,43,38,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,53,0,6,76,506,446,15,41.20%,78.70%,310,21,243,27,384,318,57.70%,52,35.95,0,9,125,125,22,2,0,0.32,0,0.32,0.32,2,18,0.06,5,0.11,0.11,31.60%,10,461,404,17,404
127,dn28vlzr8qn1qykmxc14s0h2i,273963,L. Ricci,Luca Ricci,Central Midfielder,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,#00FFFF,425649,Luca,Ricci,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Pacific,6,230,24,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,142,75,40,0,0,0,0.11,0,0,2,1,3,3,0,0,14,1,0,0,172,15,3,3,1,8,54.50%,1,0,21,2,0,2,0,1,3,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,23,55,94,0,29.60%,81.00%,69,9,37,12,83,47,50.00%,6,6.19,0,7,4,4,2,2,0,0,0,0,0,3,0,-,0,0.14,0,34.00%,4,228,144,1,144
127,pnphh499g02r005cvpdob0bu,249106,L. Cabrera,Lisandro Cabrera,Centre Forward,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,,456396,Lisandro,Cabrera,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,York United,20,714,24,13,4,0,5,5,0,2,1,14,3,11,0,0,0,0,1,0,1,0,4,0,0,1,6,9,40,8,166,45,73,2.61,1,0,0.21,4,0,0,3,3,5,1,0,50,1,0,0,291,55,3,4,3,24,50.00%,14,8,26,5,0,3,2,1,14,4,3,0,0,0,0,0,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,9,119,24,148,32,18.10%,71.10%,70,45,3,63,99,4,46.30%,54,11.91,0,0,15,15,6,3,2.46,0.15,2.46,0.15,2.61,3,2,0.12,22,-,-,36.50%,15,409,350,10,350
127,dl4wkt9bhput0z1sikhu15562,656285,F. Peña,Federico Peña,Left Back,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,#FF0000,483117,Federico,Peña,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,Valour,20,805,23,12,2,0,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,49,21,337,142,125,0.14,0,0,0.32,0,1,0,3,3,11,0,0,58,3,1,0,559,51,16,19,7,59,74.50%,12,2,46,4,2,12,3,5,8,3,2,0,0,0,0,0,17,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0,6,131,162,266,4,40.40%,79.20%,144,52,71,64,184,89,36.40%,11,17.58,0,16,36,36,20,3,0.14,0,0.14,0,0.14,3,3,0.05,3,0.13,0.13,37.90%,10,498,358,11,358
127,ekpuqpny9mue83orafcamp2i,779390,A. Pepple,Aribim Pepple,Centre Forward,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,#006600,490180,Aribim,Pepple,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Cavalry,7,419,19,3,0,2,10,10,0,2,0,7,1,5,1,1,0,0,6,0,2,0,2,2,1,5,3,10,16,4,102,31,51,5.25,6,0,0.79,6,1,0,3,3,17,0,0,31,7,0,0,191,37,0,2,0,3,50.00%,1,0,21,5,1,3,8,1,3,2,1,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,6,14,96,13,82,22,16.70%,80.40%,45,31,6,36,59,7,62.50%,16,6.4,4,4,2,2,1,0,2.52,2.73,2.52,2.73,4.46,3,0,0.28,19,0.25,0.25,30.60%,10,142,100,1,100
127,7yio8rqcy9vth90ps5f5j0s0l,235022,M. Restrepo,Mateo Restrepo,Right Centre Back,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,#0066CC,243904,Mateo,Restrepo,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Centre Back,HFX Wanderers,13,839,25,4,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,29,524,332,119,0.05,0,0,0.1,0,0,0,3,3,3,0,0,49,2,0,0,676,35,11,19,18,84,73.20%,35,17,57,1,10,4,2,3,4,0,2,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,17,0,3,27,396,253,1,45.00%,86.10%,190,9,252,12,223,289,57.10%,14,13.22,0,3,66,66,16,2,0,0.05,0,0.05,0.05,3,5,0.03,2,0.33,0.33,38.70%,3,343,222,11,222
127,3zqd0tpfkwf3ijib2agyo4rv8,948554,M. Caldeira,Marcus Caldeira,Centre Attacking Midfielder,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,#CC6633,546167,Marcus,Caldeira,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Attacking Midfielder,Forge,3,41,17,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,16,3,11,0.1,0,1,0.27,0,1,0,3,3,2,1,0,2,1,0,0,23,4,0,0,0,0,-,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,19,0,4,7,6.30%,87.50%,3,11,0,12,4,0,100.00%,1,0.43,0,1,0,0,0,0,0.1,0,0.1,0,0.1,2,0,0.1,1,0,0,46.30%,0,100,55,1,55
127,ea3jzvmeyl77rp1t8co1mhox6,331576,Umaro Balde,Umaro Balde,Central Midfielder,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,#00FFFF,490673,Umaro,Balde,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Pacific,4,59,19,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,36,18,16,0,0,0,0.08,0,0,0,3,3,4,0,0,3,0,0,0,48,8,1,2,0,3,75.00%,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11,11,26,2,38.90%,94.40%,19,6,9,7,20,9,-,0,1.66,0,1,1,1,2,0,0,0,0,0,0,3,0,-,0,0,0,36.00%,1,210,136,2,136
138,exgvhzo1zgo07og3rsnjv13v9,291386,C. Irving,Callum Irving,Goalkeeper,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,#00FFFF,112996,Callum,Irving,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,Pacific,23,2070,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,29,702,453,57,0,0,0,0.08,0,0,0,2,2,1,0,0,16,1,0,0,940,0,0,0,2,13,-,11,4,35,0,0,0,0,9,0,0,7,11,1,0,14,17,30,25,5,0,60,0,3,28,28,4,0,54,49,11,10,19,5,20,4,0,0,0,38,0,0,0,933,7,0,52.40%,72.60%,6,0,504,0,7,695,100.00%,6,29.19,0,0,13,13,0,0,0,0,0,0,0,2,0,-,0,-,-,34.70%,0,511,366,3,366
138,6of4lxl9haj2csl0hxsbf4slx,166466,J. Hamilton,Jordan Hamilton,Centre Forward,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,#CC6633,113002,Jordan,Hamilton,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Forge,8,216,26,7,1,0,2,2,0,1,0,5,3,2,0,0,1,0,1,0,1,0,0,0,1,0,6,1,6,1,48,17,24,0.65,1,0,0.06,1,0,0,2,2,8,0,0,12,1,0,0,93,16,0,2,2,6,100.00%,2,1,12,1,0,2,1,0,6,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,42,5,46,8,6.30%,85.40%,22,18,1,21,25,2,40.00%,5,2.48,1,0,2,2,2,2,0.62,0.03,0.62,0.03,0.65,2,0,0.08,8,-,-,41.50%,11,150,130,0,130
138,7whdjeubz6xgvlxtl91z93idx,233121,J. Haynes,Jordan Haynes,Left Back,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,#00FFFF,173167,Jordan,Haynes,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,Pacific,14,814,26,4,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71,29,461,224,137,0,0,0,0.16,0,0,0,2,2,5,0,0,33,1,0,0,649,30,7,14,22,67,72.40%,21,7,44,2,2,4,0,2,0,0,2,0,0,1,0,0,11,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,74,249,326,0,43.00%,78.30%,223,29,109,36,276,149,56.30%,16,9.86,0,8,51,51,15,1,0,0,0,0,0,2,3,0,1,0,0,33.00%,11,318,253,9,253
138,368zrfhpvljc7rvzkl1v0x1bd,567931,A. Samake,Abdoulaye Samake,Right Centre Back,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,#00FFFF,199139,Abdoulaye,Samake,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Centre Back,Pacific,18,1357,25,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,49,926,522,278,0,0,0,0.05,0,0,0,2,2,3,0,0,79,2,0,0,1133,47,16,23,16,99,78.00%,44,25,69,3,8,7,0,7,6,0,3,0,0,2,0,0,24,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,0,3,41,543,549,0,41.40%,86.40%,426,30,344,34,491,401,63.40%,41,19.88,0,1,84,84,14,1,0,0,0,0,0,2,6,-,0,1,1,34.50%,13,446,323,8,323
138,4v4eoxj7vw4vlmtm861f1jcdm,571385,G. Mukumbilwa,Georges Mukumbilwa,Right Back,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,#00FFFF,424258,Georges,Mukumbilwa,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Back,Pacific,14,737,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,17,324,171,100,0,0,0,0.08,0,0,0,2,2,18,0,0,53,7,0,0,545,40,12,17,12,66,72.50%,23,12,52,0,3,11,2,2,5,1,3,0,0,0,0,0,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,2,5,91,207,247,1,36.40%,83.60%,152,36,83,45,175,104,90.00%,10,8.65,0,13,51,51,12,3,0,0,0,0,0,2,5,-,0,0.08,0.08,34.20%,7,317,237,9,237
138,biem3dwfsgt4z8crmv9vdv8q,559233,G. Escobar,Gabriel Escobar,Left Midfielder,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,#0066CC,424292,Gabriel,Escobar,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Midfielder,HFX Wanderers,5,200,22,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,72,35,16,0.03,0,0,0.19,0,1,1,1,2,3,0,0,13,1,0,0,134,8,2,5,10,23,100.00%,6,2,8,0,1,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,25,42,67,2,40.30%,70.80%,32,4,15,6,45,21,60.00%,5,1.02,0,7,14,14,8,1,0.03,0,0.03,0,0.03,2,0,0.03,1,0.29,0.33,35.80%,0,105,89,1,89
138,asvw5ai81hxupgdbxro8qta3u,622687,T. Mourdoukoutas,Tass Mourdoukoutas,Left Centre Back,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,,440446,Tass,Mourdoukoutas,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,York United,13,1170,23,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,74,41,732,429,188,0.1,0,0,0.06,0,0,0,2,2,4,1,0,31,2,0,0,884,30,7,7,20,88,70.00%,53,28,74,1,6,5,0,0,0,0,2,0,0,0,0,0,20,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,2,28,456,400,7,38.40%,84.30%,325,10,282,15,373,344,65.20%,23,17.36,0,1,77,77,11,0,0,0.1,0,0.1,0.1,2,10,0.03,3,1,1,35.20%,13,238,214,6,214
138,8vi59v87nnquzkbk79kzegmzu,742462,L. Singh,Luke Singh,Left Centre Back,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,#0033FF,442408,Luke,Singh,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Edmonton,23,2012,22,0,4,0,4,2,2,2,2,5,3,0,0,0,1,0,0,0,0,0,2,1,0,0,1,5,137,75,1013,497,304,0.44,0,0,0.04,0,0,0,2,2,19,0,0,61,12,1,1,1236,77,10,15,43,126,71.40%,57,19,122,3,10,19,1,4,5,0,4,0,0,0,0,0,40,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,55,0,2,43,643,550,9,47.60%,79.10%,408,14,379,17,499,497,35.00%,40,36.11,0,0,99,99,26,1,0.17,0.26,0.17,0.26,0.44,2,11,0.03,13,-,-,31.70%,7,457,418,31,418
138,erf15i7c110x7dln6q0hefzai,650374,R. Robinson,Ryan Robinson,Centre Forward,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,#0066CC,429149,Ryan,Robinson,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,HFX Wanderers,16,337,21,15,1,0,3,2,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,4,85,22,40,0.95,0,0,0.08,1,0,0,2,2,15,1,0,18,8,0,0,166,35,1,3,1,6,50.00%,0,0,14,3,1,2,1,0,1,1,1,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,75,14,77,11,23.50%,72.90%,36,22,4,35,44,6,26.70%,15,4.22,0,4,1,1,3,2,0.95,0,0.95,0,0.95,2,0,0.16,6,0,0,38.00%,4,400,255,5,255
138,7yfwpe3tltsxez80puqy7hoet,170945,J. Di Chiara,Joe Di Chiara,Central Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,#006600,95575,Joe,Di Chiara,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Cavalry,14,679,30,7,4,0,2,1,1,1,1,4,1,1,0,0,1,0,0,0,0,0,2,1,0,0,2,1,38,5,199,57,99,0.4,0,0,0.16,0,0,0,2,2,19,0,0,47,5,0,0,326,57,5,4,5,19,69.20%,5,2,26,7,2,6,9,2,10,1,2,0,0,0,0,0,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,16,2,11,151,30,145,16,29.60%,78.40%,83,60,13,79,103,17,41.40%,29,8.87,0,8,9,9,6,4,0.19,0.21,0.19,0.21,0.4,2,0,0.05,8,0.25,0.29,37.70%,13,212,198,10,198
138,26zoncn0ilfvg5gwn91dkqmt,166753,A. García,Akeem García,Centre Forward,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,#0066CC,481764,Akeem,García,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,HFX Wanderers,12,631,26,5,6,1,7,7,0,1,1,4,0,4,3,3,0,0,4,0,0,0,0,2,1,3,2,7,22,5,132,41,64,3.24,4,0,0.09,4,0,0,2,2,9,1,0,19,3,0,0,217,44,2,2,1,7,80.00%,2,1,18,11,0,7,2,1,2,6,1,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,11,91,12,114,22,12.90%,79.50%,64,36,5,46,80,6,38.90%,18,7.36,4,0,2,2,2,3,0.65,2.58,0.65,2.58,0.87,2,0,0.25,13,-,-,40.60%,10,304,221,4,221
138,c0bz7h3es1ym0n5he0l4ntzop,163688,J. Brown,Jordan Brown,Centre Forward,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,#00FFFF,172568,Jordan,Brown,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Pacific,5,220,25,2,3,0,1,1,0,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,8,1,30,10,11,0.28,0,0,0.08,0,0,0,2,2,1,0,0,4,0,0,0,53,21,0,2,1,3,50.00%,0,0,6,5,0,3,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,33,3,17,5,10.00%,70.00%,9,11,1,15,14,1,9.10%,11,4.41,0,2,1,1,0,2,0.24,0.03,0.24,0.03,0.28,2,0,0.06,5,0,0,33.50%,3,89,90,1,90
138,5iqzt8ebltozgs5zjwru4xx7u,741117,N. Mekidèche,Nassim Mekideche,Left Centre Back,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,#FF0000,498148,Nassim,Mekideche,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Valour,9,634,22,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,52,27,316,155,82,0.02,0,1,0.04,0,0,0,2,2,3,0,0,44,2,1,1,410,19,3,6,20,64,81.80%,35,16,26,1,3,2,0,7,3,0,5,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,7,0,2,7,211,192,3,54.40%,75.00%,131,4,102,5,179,132,74.20%,31,5.88,0,0,59,59,5,0,0,0.02,0,0.02,0.02,1,3,0.02,1,-,-,33.20%,1,194,153,10,153
138,a6nj3s6nhav0ybrnhla1m67mc,827824,M. Polisi,Marcello Polisi,Central Midfielder,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,#0066CC,540262,Marcello,Polisi,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,HFX Wanderers,16,956,25,6,3,0,1,0,1,0,1,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,2,51,29,494,218,196,0.4,0,0,0.44,0,1,1,1,2,28,1,1,56,14,0,0,675,65,10,12,11,41,71.00%,7,2,78,5,2,12,0,3,10,0,3,0,0,0,0,0,19,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,0,11,140,159,376,8,32.00%,83.80%,251,73,90,92,291,111,35.00%,20,14.4,0,10,20,20,16,5,0.36,0.04,0.36,0.04,0.4,2,1,0.08,5,0.2,0.2,36.70%,26,383,288,24,288
138,56a27wtbiukuc4kyay1obqkno,953031,M. Kaiser,Markus Kaiser,Left Back,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,#006600,579297,Markus,Kaiser,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,Cavalry,6,69,20,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,39,15,13,0.06,0,0,0.22,0,1,0,2,2,0,0,0,1,0,1,1,50,2,0,0,0,0,0.00%,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12,15,23,2,41.00%,71.80%,18,6,4,8,20,11,-,0,0.92,0,0,0,0,0,0,0.06,0,0.06,0,0.06,2,0,0.06,1,-,-,36.30%,0,218,156,2,156
138,e63p94mrr20pw761amvdeei1h,248534,Iván Pérez,Ivan Pérez,Left Back,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,,195407,Ivan,Pérez,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,Atlético Ottawa,8,179,29,7,1,1,2,2,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,2,0,9,3,65,21,32,0.17,1,0,0.05,1,0,1,1,2,19,0,0,23,6,0,0,151,22,3,5,1,15,66.70%,6,3,15,1,1,3,3,1,4,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,53,39,59,3,35.40%,81.50%,30,16,7,19,35,11,33.30%,3,2.21,1,9,14,14,0,1,0.16,0.01,0.16,0.01,0.17,2,0,0.06,3,0.22,0.22,32.50%,1,197,161,1,161
154,8pkrxwls12a6o2efff707y505,161957,E. Samb,Mour Samb,Centre Forward,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,#0066CC,250278,Elhadji,Samb,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,HFX Wanderers,9,431,27,4,5,1,2,2,0,3,0,5,2,3,0,0,0,0,1,0,1,0,1,0,1,0,5,1,18,7,104,35,44,0.62,1,0,0.02,0,0,0,1,1,10,1,0,29,4,0,0,192,27,4,3,2,13,87.50%,3,1,12,4,2,3,4,0,7,2,2,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,9,90,24,78,12,21.20%,76.00%,40,31,8,39,52,13,63.60%,11,5.4,0,5,4,4,5,4,0.62,0,0.62,0,0.62,1,0,0.06,10,0.2,0.25,35.40%,5,234,178,5,178
154,6pi1u2mdt56ns3pqkdjp772s5,166454,C. Nanco,Chris Nanco,Left Attacking Midfielder,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,#CC6633,245004,Chris,Nanco,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Attacking Midfielder,Forge,7,188,27,6,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,5,82,19,41,0.17,0,0,0.05,0,0,0,1,1,10,3,1,13,2,0,0,153,24,1,4,0,7,83.30%,2,0,7,2,1,2,2,0,4,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,10,65,20,68,12,34.10%,73.20%,39,17,4,25,49,8,0.00%,2,3.01,0,7,5,5,0,2,0.09,0.08,0.09,0.08,0.17,1,0,0.06,3,0,0,48.40%,3,113,72,6,72
154,d3uo72swkorck8mo41kv1yp61,232298,D. Krutzen,Daniel Krutzen,Left Centre Back,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,#CC6633,423548,Daniel,Krutzen,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Forge,2,161,26,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,118,67,32,0.04,0,0,0.04,0,0,0,1,1,0,0,0,6,0,2,0,142,1,2,2,1,15,100.00%,10,6,10,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,63,76,0,48.30%,83.90%,60,2,37,2,70,46,66.70%,3,0.89,0,1,13,13,2,0,0.04,0,0.04,0,0.04,1,0,0.04,1,0,0,41.10%,2,34,38,4,38
